,index,video_id,url,caption,queries,duration_sec
704,235,Bj0f5NvHZCw.mp4,https://www.youtube.com/watch?v=Bj0f5NvHZCw,"The video starts with a black screen that transitions to an animated sequence featuring the text 'IGNITE THE BATTLE' in bold white letters against a yellow and blue background. The scene shifts to gameplay footage from 'Mutants Genetic Gladiators,' showcasing a character named Duelist Moon Knight engaged in combat within a futuristic, high-tech environment filled with advanced structures and other characters. The player navigates through various levels of the game, utilizing abilities like energy blasts and grappling hooks for movement. The HUD displays health bars, score, and mini-map indicating the player's position on the map. The lighting is dynamic, with bright flashes of light during special moves or attacks. The overall color scheme includes shades of blue, purple, and gold, contributing to the sci-fi aesthetic of the game.",mutants genetic gladiators ign ignite the battle gameplay,46
705,236,wBnv6MaJleY.mp4,https://www.youtube.com/watch?v=wBnv6MaJleY,"The video begins with a woman in a dark blue coat standing outdoors, gesturing as she speaks. The scene transitions to an indoor setting where the same woman is seen conversing with another person dressed in black attire. A split-screen shows her kneeling beside a fallen child amidst autumn leaves, followed by a close-up of a bird perched on a signpost. Next, we see a man pointing at various garments and accessories in a store or studio environment. He examines a purple garment closely before showing it to someone off-camera. The final frames focus on intricate designs on fabric, highlighting detailed patterns that resemble tribal art or ancient symbols.",the falcon and the winter soldier behind the scenes,33
706,236,wBnv6MaJleY.mp4,https://www.youtube.com/watch?v=wBnv6MaJleY,"The video begins with a woman in a dark blue coat standing outdoors, gesturing as she speaks. The scene transitions to an indoor setting where the same woman is seen conversing with another person dressed in black attire. A split-screen shows her kneeling beside a fallen child amidst autumn leaves, followed by a close-up of a bird perched on a signpost. Next, we see a man pointing at various garments and accessories in a store or studio environment. He examines a purple garment closely before showing it to someone off-camera. The final frames focus on intricate designs on fabric, highlighting detailed patterns that resemble tribal art or ancient symbols.",sam wilson and karli morgenthau conversation scene,33
707,236,wBnv6MaJleY.mp4,https://www.youtube.com/watch?v=wBnv6MaJleY,"The video begins with a woman in a dark blue coat standing outdoors, gesturing as she speaks. The scene transitions to an indoor setting where the same woman is seen conversing with another person dressed in black attire. A split-screen shows her kneeling beside a fallen child amidst autumn leaves, followed by a close-up of a bird perched on a signpost. Next, we see a man pointing at various garments and accessories in a store or studio environment. He examines a purple garment closely before showing it to someone off-camera. The final frames focus on intricate designs on fabric, highlighting detailed patterns that resemble tribal art or ancient symbols.",falcon and winter soldier costume design analysis,33
708,237,RaYizPExrks.mp4,https://www.youtube.com/watch?v=RaYizPExrks,"The video clip appears to be from a horror movie trailer. It features various scenes with different characters in dark, ominous settings that suggest suspense and danger. The lighting is often low-key or dimly lit, creating an eerie atmosphere. There are close-up shots of characters' faces showing expressions of fear or surprise. In one scene, there's a character standing alone against a backdrop of trees at night, which adds to the sense of isolation and tension. Another frame shows two characters conversing in what seems like a tense situation. The color palette throughout these frames is predominantly dark hues such as black, blue, and green, contributing to the overall unsettling mood of the sequence.",new horror movie trailer 2024 suspenseful,16
709,237,RaYizPExrks.mp4,https://www.youtube.com/watch?v=RaYizPExrks,"The video clip appears to be from a horror movie trailer. It features various scenes with different characters in dark, ominous settings that suggest suspense and danger. The lighting is often low-key or dimly lit, creating an eerie atmosphere. There are close-up shots of characters' faces showing expressions of fear or surprise. In one scene, there's a character standing alone against a backdrop of trees at night, which adds to the sense of isolation and tension. Another frame shows two characters conversing in what seems like a tense situation. The color palette throughout these frames is predominantly dark hues such as black, blue, and green, contributing to the overall unsettling mood of the sequence.",scary movie trailer dark ominous scenes,16
710,237,RaYizPExrks.mp4,https://www.youtube.com/watch?v=RaYizPExrks,"The video clip appears to be from a horror movie trailer. It features various scenes with different characters in dark, ominous settings that suggest suspense and danger. The lighting is often low-key or dimly lit, creating an eerie atmosphere. There are close-up shots of characters' faces showing expressions of fear or surprise. In one scene, there's a character standing alone against a backdrop of trees at night, which adds to the sense of isolation and tension. Another frame shows two characters conversing in what seems like a tense situation. The color palette throughout these frames is predominantly dark hues such as black, blue, and green, contributing to the overall unsettling mood of the sequence.",horror movie trailer character alone in woods at night,16
711,238,GHEJyO4Sisk.mp4,https://www.youtube.com/watch?v=GHEJyO4Sisk,"The video features a character in black and red attire, likely the Black Panther, engaging with another character dressed in blue. They are on a rooftop at night under a full moon, surrounded by stars. The scene is intense as they fight; the Black Panther uses his agility to dodge attacks from the Blue Panther. A close-up reveals the Black Panther's determined expression while he leaps into the air. Text overlays indicate that this battle is 'Definitely Top Five' and 'Super Battles for Me.' The environment shifts to an urban setting where the Blue Panther is seen flying through the cityscape at night. The final frame shows a promotional poster for 'Spider-Man: Your Friendly Neighborhood Spider-Man,' featuring characters like Peter Parker and Miles Morales against a backdrop of web patterns.",black panther vs blue panther fight scene,20
712,238,GHEJyO4Sisk.mp4,https://www.youtube.com/watch?v=GHEJyO4Sisk,"The video features a character in black and red attire, likely the Black Panther, engaging with another character dressed in blue. They are on a rooftop at night under a full moon, surrounded by stars. The scene is intense as they fight; the Black Panther uses his agility to dodge attacks from the Blue Panther. A close-up reveals the Black Panther's determined expression while he leaps into the air. Text overlays indicate that this battle is 'Definitely Top Five' and 'Super Battles for Me.' The environment shifts to an urban setting where the Blue Panther is seen flying through the cityscape at night. The final frame shows a promotional poster for 'Spider-Man: Your Friendly Neighborhood Spider-Man,' featuring characters like Peter Parker and Miles Morales against a backdrop of web patterns.",marvel rooftop battle black panther animated,20
713,238,GHEJyO4Sisk.mp4,https://www.youtube.com/watch?v=GHEJyO4Sisk,"The video features a character in black and red attire, likely the Black Panther, engaging with another character dressed in blue. They are on a rooftop at night under a full moon, surrounded by stars. The scene is intense as they fight; the Black Panther uses his agility to dodge attacks from the Blue Panther. A close-up reveals the Black Panther's determined expression while he leaps into the air. Text overlays indicate that this battle is 'Definitely Top Five' and 'Super Battles for Me.' The environment shifts to an urban setting where the Blue Panther is seen flying through the cityscape at night. The final frame shows a promotional poster for 'Spider-Man: Your Friendly Neighborhood Spider-Man,' featuring characters like Peter Parker and Miles Morales against a backdrop of web patterns.",black panther dodging attacks under full moon,20
714,239,uvv4RyHQ9QQ.mp4,https://www.youtube.com/watch?v=uvv4RyHQ9QQ,"The video opens with a person in a red jacket and black pants holding a Captain America shield, standing against a backdrop featuring the 'Captain America: Bane World' logo. The scene shifts to another individual dressed as Captain America, striking poses while holding the shield. A close-up reveals a camera setup capturing these actions. Subsequently, we see an exterior shot of a building under construction surrounded by cranes and scaffolding. A helicopter flies overhead, followed by a view from inside the helicopter looking down at the ground below. The final frames depict a family gathered indoors; one member is wearing Captain America's costume, suggesting they are part of a superhero-themed event or celebration.",captain america bane world event footage,55
715,239,uvv4RyHQ9QQ.mp4,https://www.youtube.com/watch?v=uvv4RyHQ9QQ,"The video opens with a person in a red jacket and black pants holding a Captain America shield, standing against a backdrop featuring the 'Captain America: Bane World' logo. The scene shifts to another individual dressed as Captain America, striking poses while holding the shield. A close-up reveals a camera setup capturing these actions. Subsequently, we see an exterior shot of a building under construction surrounded by cranes and scaffolding. A helicopter flies overhead, followed by a view from inside the helicopter looking down at the ground below. The final frames depict a family gathered indoors; one member is wearing Captain America's costume, suggesting they are part of a superhero-themed event or celebration.",captain america shield photoshoot behind the scenes,55
716,239,uvv4RyHQ9QQ.mp4,https://www.youtube.com/watch?v=uvv4RyHQ9QQ,"The video opens with a person in a red jacket and black pants holding a Captain America shield, standing against a backdrop featuring the 'Captain America: Bane World' logo. The scene shifts to another individual dressed as Captain America, striking poses while holding the shield. A close-up reveals a camera setup capturing these actions. Subsequently, we see an exterior shot of a building under construction surrounded by cranes and scaffolding. A helicopter flies overhead, followed by a view from inside the helicopter looking down at the ground below. The final frames depict a family gathered indoors; one member is wearing Captain America's costume, suggesting they are part of a superhero-themed event or celebration.",captain america family cosplay celebration video,55
717,240,3tp1CHLpRWw.mp4,https://www.youtube.com/watch?v=3tp1CHLpRWw,"The video opens with a dramatic shot of an armored character flying through the sky, followed by a title card for 'Captain America: Brave New World'. The scene shifts to a chaotic battle in a city street where characters are engaged in combat. A close-up reveals a man's face amidst destruction. Another frame shows a character standing triumphantly atop a building. There is also footage of a character soaring over water and engaging in aerial maneuvers. The final frames depict a character running towards another person on a road lined with cherry blossom trees, suggesting urgency or pursuit. Throughout these scenes, there is consistent branding from Disney and Marvel Studios, indicating that this content is produced by these entities.",captain america brave new world trailer,46
718,240,3tp1CHLpRWw.mp4,https://www.youtube.com/watch?v=3tp1CHLpRWw,"The video opens with a dramatic shot of an armored character flying through the sky, followed by a title card for 'Captain America: Brave New World'. The scene shifts to a chaotic battle in a city street where characters are engaged in combat. A close-up reveals a man's face amidst destruction. Another frame shows a character standing triumphantly atop a building. There is also footage of a character soaring over water and engaging in aerial maneuvers. The final frames depict a character running towards another person on a road lined with cherry blossom trees, suggesting urgency or pursuit. Throughout these scenes, there is consistent branding from Disney and Marvel Studios, indicating that this content is produced by these entities.",marvel captain america new movie battle scenes,46
719,240,3tp1CHLpRWw.mp4,https://www.youtube.com/watch?v=3tp1CHLpRWw,"The video opens with a dramatic shot of an armored character flying through the sky, followed by a title card for 'Captain America: Brave New World'. The scene shifts to a chaotic battle in a city street where characters are engaged in combat. A close-up reveals a man's face amidst destruction. Another frame shows a character standing triumphantly atop a building. There is also footage of a character soaring over water and engaging in aerial maneuvers. The final frames depict a character running towards another person on a road lined with cherry blossom trees, suggesting urgency or pursuit. Throughout these scenes, there is consistent branding from Disney and Marvel Studios, indicating that this content is produced by these entities.",captain america brave new world cherry blossom chase,46
720,241,Qy41sOLoA6w.mp4,https://www.youtube.com/watch?v=Qy41sOLoA6w,"The video features two men seated at a table in what appears to be a dimly lit bar or restaurant. The man on the left wears a maroon shirt, while the one on the right is dressed in a grey blazer over a dark top. They are engaged in an animated conversation about their experience with Spider-Man and Andrew Garfield's portrayal of him. The setting includes bottles and glasses on the table, suggesting they might have been drinking. There's also a red neon sign visible in the background that adds to the ambiance. Throughout the clip, subtitles appear overlaying the footage, providing context for the dialogue between them. The overall tone seems light-hearted and humorous as they discuss their impressions of the movie and its cast.",spider-man andrew garfield discussion bar scene,57
721,241,Qy41sOLoA6w.mp4,https://www.youtube.com/watch?v=Qy41sOLoA6w,"The video features two men seated at a table in what appears to be a dimly lit bar or restaurant. The man on the left wears a maroon shirt, while the one on the right is dressed in a grey blazer over a dark top. They are engaged in an animated conversation about their experience with Spider-Man and Andrew Garfield's portrayal of him. The setting includes bottles and glasses on the table, suggesting they might have been drinking. There's also a red neon sign visible in the background that adds to the ambiance. Throughout the clip, subtitles appear overlaying the footage, providing context for the dialogue between them. The overall tone seems light-hearted and humorous as they discuss their impressions of the movie and its cast.",men talking about spider-man and andrew garfield,57
722,241,Qy41sOLoA6w.mp4,https://www.youtube.com/watch?v=Qy41sOLoA6w,"The video features two men seated at a table in what appears to be a dimly lit bar or restaurant. The man on the left wears a maroon shirt, while the one on the right is dressed in a grey blazer over a dark top. They are engaged in an animated conversation about their experience with Spider-Man and Andrew Garfield's portrayal of him. The setting includes bottles and glasses on the table, suggesting they might have been drinking. There's also a red neon sign visible in the background that adds to the ambiance. Throughout the clip, subtitles appear overlaying the footage, providing context for the dialogue between them. The overall tone seems light-hearted and humorous as they discuss their impressions of the movie and its cast.",two guys react to spider-man movie in bar,57
723,242,zgwmJsELO3s.mp4,https://www.youtube.com/watch?v=zgwmJsELO3s,"The video features a young man in various settings, including an indoor room with dim lighting and another character's face. The first frame shows the man sitting against a dark background, wearing a denim jacket over a white shirt. In subsequent frames, he is seen standing indoors with text overlays indicating his name as 'TEEN' and his role as 'Beep'. Another scene depicts him walking outdoors at night, followed by a close-up of a woman named 'AGATHA' who appears to be speaking or reacting to something off-camera. There are also shots of other characters, one holding a gun and another looking distressed. Text overlays suggest dialogue about relationships and personal feelings towards AGATHA. The final frame displays promotional material for 'Agatha Al Along', featuring logos and titles related to the show.",agatha all along wandavision series clips,48
724,242,zgwmJsELO3s.mp4,https://www.youtube.com/watch?v=zgwmJsELO3s,"The video features a young man in various settings, including an indoor room with dim lighting and another character's face. The first frame shows the man sitting against a dark background, wearing a denim jacket over a white shirt. In subsequent frames, he is seen standing indoors with text overlays indicating his name as 'TEEN' and his role as 'Beep'. Another scene depicts him walking outdoors at night, followed by a close-up of a woman named 'AGATHA' who appears to be speaking or reacting to something off-camera. There are also shots of other characters, one holding a gun and another looking distressed. Text overlays suggest dialogue about relationships and personal feelings towards AGATHA. The final frame displays promotional material for 'Agatha Al Along', featuring logos and titles related to the show.",teen beep and agatha conversation scene,48
725,242,zgwmJsELO3s.mp4,https://www.youtube.com/watch?v=zgwmJsELO3s,"The video features a young man in various settings, including an indoor room with dim lighting and another character's face. The first frame shows the man sitting against a dark background, wearing a denim jacket over a white shirt. In subsequent frames, he is seen standing indoors with text overlays indicating his name as 'TEEN' and his role as 'Beep'. Another scene depicts him walking outdoors at night, followed by a close-up of a woman named 'AGATHA' who appears to be speaking or reacting to something off-camera. There are also shots of other characters, one holding a gun and another looking distressed. Text overlays suggest dialogue about relationships and personal feelings towards AGATHA. The final frame displays promotional material for 'Agatha Al Along', featuring logos and titles related to the show.",agatha all along promo footage and character introductions,48
726,243,LHpZktClM_U.mp4,https://www.youtube.com/watch?v=LHpZktClM_U,"The video opens with a night scene of armed figures in the distance, illuminated by bright lights. The next frame shows a silhouette against a cloudy sky, suggesting an intense moment or confrontation. Following this is a black screen with 'THUNDERBOLTS' and 'MAY 2' text, indicating a release date for a movie. Another shot features a character running through a smoky environment, hinting at action-packed scenes. A close-up follows with bold yellow letters spelling out 'YELENA,' likely referring to one of the characters from the film. Subsequent frames show various characters: one walking confidently outdoors during sunset; another driving in a car; and finally, a person holding up a box labeled 'WALKER.' The final frame depicts chaos on a city street with explosions and debris flying around, showcasing high-stakes combat sequences typical of superhero films.",thunderbolts marvel movie trailer may 2,31
727,243,LHpZktClM_U.mp4,https://www.youtube.com/watch?v=LHpZktClM_U,"The video opens with a night scene of armed figures in the distance, illuminated by bright lights. The next frame shows a silhouette against a cloudy sky, suggesting an intense moment or confrontation. Following this is a black screen with 'THUNDERBOLTS' and 'MAY 2' text, indicating a release date for a movie. Another shot features a character running through a smoky environment, hinting at action-packed scenes. A close-up follows with bold yellow letters spelling out 'YELENA,' likely referring to one of the characters from the film. Subsequent frames show various characters: one walking confidently outdoors during sunset; another driving in a car; and finally, a person holding up a box labeled 'WALKER.' The final frame depicts chaos on a city street with explosions and debris flying around, showcasing high-stakes combat sequences typical of superhero films.",yelena belova thunderbolts action scene trailer,31
728,243,LHpZktClM_U.mp4,https://www.youtube.com/watch?v=LHpZktClM_U,"The video opens with a night scene of armed figures in the distance, illuminated by bright lights. The next frame shows a silhouette against a cloudy sky, suggesting an intense moment or confrontation. Following this is a black screen with 'THUNDERBOLTS' and 'MAY 2' text, indicating a release date for a movie. Another shot features a character running through a smoky environment, hinting at action-packed scenes. A close-up follows with bold yellow letters spelling out 'YELENA,' likely referring to one of the characters from the film. Subsequent frames show various characters: one walking confidently outdoors during sunset; another driving in a car; and finally, a person holding up a box labeled 'WALKER.' The final frame depicts chaos on a city street with explosions and debris flying around, showcasing high-stakes combat sequences typical of superhero films.",thunderbolts trailer explosions and walker's box,31
729,244,MdCCJUTmqe0.mp4,https://www.youtube.com/watch?v=MdCCJUTmqe0,"The video captures a vibrant red carpet event, likely at the premiere of 'Joker'. The setting is bustling with activity; attendees are dressed in formal attire. A woman in a long, dark dress with intricate patterns and sheer panels walks confidently down the yellow carpet. She has her hair styled up, accessorized with earrings that catch the light as she moves. Her dress flows elegantly behind her, suggesting movement through the crowd. In the background, other guests can be seen mingling or walking by, some wearing suits while others are in more casual wear. The environment is lively yet orderly, typical for such high-profile events. Buildings with classical architecture line the street, adding to the grandeur of the occasion. Bright lights illuminate the area, casting reflections on surfaces and highlighting the excitement of the moment.",joker premiere red carpet event,8
730,244,MdCCJUTmqe0.mp4,https://www.youtube.com/watch?v=MdCCJUTmqe0,"The video captures a vibrant red carpet event, likely at the premiere of 'Joker'. The setting is bustling with activity; attendees are dressed in formal attire. A woman in a long, dark dress with intricate patterns and sheer panels walks confidently down the yellow carpet. She has her hair styled up, accessorized with earrings that catch the light as she moves. Her dress flows elegantly behind her, suggesting movement through the crowd. In the background, other guests can be seen mingling or walking by, some wearing suits while others are in more casual wear. The environment is lively yet orderly, typical for such high-profile events. Buildings with classical architecture line the street, adding to the grandeur of the occasion. Bright lights illuminate the area, casting reflections on surfaces and highlighting the excitement of the moment.",joaquin phoenix joker movie premiere footage,8
731,244,MdCCJUTmqe0.mp4,https://www.youtube.com/watch?v=MdCCJUTmqe0,"The video captures a vibrant red carpet event, likely at the premiere of 'Joker'. The setting is bustling with activity; attendees are dressed in formal attire. A woman in a long, dark dress with intricate patterns and sheer panels walks confidently down the yellow carpet. She has her hair styled up, accessorized with earrings that catch the light as she moves. Her dress flows elegantly behind her, suggesting movement through the crowd. In the background, other guests can be seen mingling or walking by, some wearing suits while others are in more casual wear. The environment is lively yet orderly, typical for such high-profile events. Buildings with classical architecture line the street, adding to the grandeur of the occasion. Bright lights illuminate the area, casting reflections on surfaces and highlighting the excitement of the moment.",joker premiere woman in long dark dress on carpet,8
732,245,xXHyRQaZfu8.mp4,https://www.youtube.com/watch?v=xXHyRQaZfu8,"The video opens with a character in a blue and red suit, likely a superhero, standing outside a house. The scene shifts to show another character in similar attire approaching the car door. A third character joins them at the car's open window. Inside the vehicle, we see a person wearing a brown leather jacket and gloves, seemingly operating something inside the car. Suddenly, an explosion occurs from behind the driver's seat, causing chaos as objects fly around. The characters react quickly; one looks surprised while others seem focused on their situation. The environment is residential with houses visible in the background. Colors are muted except for the bright colors of the characters' suits.",superhero car explosion scene action,51
733,245,xXHyRQaZfu8.mp4,https://www.youtube.com/watch?v=xXHyRQaZfu8,"The video opens with a character in a blue and red suit, likely a superhero, standing outside a house. The scene shifts to show another character in similar attire approaching the car door. A third character joins them at the car's open window. Inside the vehicle, we see a person wearing a brown leather jacket and gloves, seemingly operating something inside the car. Suddenly, an explosion occurs from behind the driver's seat, causing chaos as objects fly around. The characters react quickly; one looks surprised while others seem focused on their situation. The environment is residential with houses visible in the background. Colors are muted except for the bright colors of the characters' suits.",marvel heroes investigating car with explosion,51
734,245,xXHyRQaZfu8.mp4,https://www.youtube.com/watch?v=xXHyRQaZfu8,"The video opens with a character in a blue and red suit, likely a superhero, standing outside a house. The scene shifts to show another character in similar attire approaching the car door. A third character joins them at the car's open window. Inside the vehicle, we see a person wearing a brown leather jacket and gloves, seemingly operating something inside the car. Suddenly, an explosion occurs from behind the driver's seat, causing chaos as objects fly around. The characters react quickly; one looks surprised while others seem focused on their situation. The environment is residential with houses visible in the background. Colors are muted except for the bright colors of the characters' suits.",men in blue and red suits near car explosion,51
735,246,VQ8jXzV9TTA.mp4,https://www.youtube.com/watch?v=VQ8jXzV9TTA,"The video starts with a close-up of a large, black and yellow candy dispenser filled with various colorful candies. The text 'Let's make candy salad!' appears on the screen as the camera zooms in to show more details of the candies inside. Next, we see hands picking up different types of candies from clear containers labeled 'Step 1: Pick your candies.' These include gummy bears, M&M's, and other assorted sweets. The scene transitions to Step 2 where these candies are combined into one container by pouring them onto the dispenser. In Step 3, the candies are mixed together before being added back into the dispenser for Step 4, which is indicated by the text 'EAT!'. The final frame shows the fully loaded dispenser ready for use.",candy salad making tutorial,17
736,246,VQ8jXzV9TTA.mp4,https://www.youtube.com/watch?v=VQ8jXzV9TTA,"The video starts with a close-up of a large, black and yellow candy dispenser filled with various colorful candies. The text 'Let's make candy salad!' appears on the screen as the camera zooms in to show more details of the candies inside. Next, we see hands picking up different types of candies from clear containers labeled 'Step 1: Pick your candies.' These include gummy bears, M&M's, and other assorted sweets. The scene transitions to Step 2 where these candies are combined into one container by pouring them onto the dispenser. In Step 3, the candies are mixed together before being added back into the dispenser for Step 4, which is indicated by the text 'EAT!'. The final frame shows the fully loaded dispenser ready for use.",how to make a candy dispenser mix,17
737,246,VQ8jXzV9TTA.mp4,https://www.youtube.com/watch?v=VQ8jXzV9TTA,"The video starts with a close-up of a large, black and yellow candy dispenser filled with various colorful candies. The text 'Let's make candy salad!' appears on the screen as the camera zooms in to show more details of the candies inside. Next, we see hands picking up different types of candies from clear containers labeled 'Step 1: Pick your candies.' These include gummy bears, M&M's, and other assorted sweets. The scene transitions to Step 2 where these candies are combined into one container by pouring them onto the dispenser. In Step 3, the candies are mixed together before being added back into the dispenser for Step 4, which is indicated by the text 'EAT!'. The final frame shows the fully loaded dispenser ready for use.",colorful candy dispenser filling and eating video,17
738,247,hawBF0TGlXs.mp4,https://www.youtube.com/watch?v=hawBF0TGlXs,"The video features a man standing on what appears to be the red carpet at an event, likely related to 'Thor: The Dark World' given the backdrop. He is dressed in a smart-casual manner with a light blue suit and tie paired with dark shoes. His hands are casually tucked into his pockets as he stands confidently against a black background that prominently displays the movie's title in large yellow letters. There's also a small star-shaped object placed on the ground near his feet. The lighting suggests it might be evening or night time due to the artificial lights reflecting off the shiny surface of the carpet.",thor the dark world premiere event,10
739,247,hawBF0TGlXs.mp4,https://www.youtube.com/watch?v=hawBF0TGlXs,"The video features a man standing on what appears to be the red carpet at an event, likely related to 'Thor: The Dark World' given the backdrop. He is dressed in a smart-casual manner with a light blue suit and tie paired with dark shoes. His hands are casually tucked into his pockets as he stands confidently against a black background that prominently displays the movie's title in large yellow letters. There's also a small star-shaped object placed on the ground near his feet. The lighting suggests it might be evening or night time due to the artificial lights reflecting off the shiny surface of the carpet.",chris hemsworth thor dark world red carpet interview,10
740,247,hawBF0TGlXs.mp4,https://www.youtube.com/watch?v=hawBF0TGlXs,"The video features a man standing on what appears to be the red carpet at an event, likely related to 'Thor: The Dark World' given the backdrop. He is dressed in a smart-casual manner with a light blue suit and tie paired with dark shoes. His hands are casually tucked into his pockets as he stands confidently against a black background that prominently displays the movie's title in large yellow letters. There's also a small star-shaped object placed on the ground near his feet. The lighting suggests it might be evening or night time due to the artificial lights reflecting off the shiny surface of the carpet.",thor dark world premiere blue suit event footage,10
741,248,0bwUZQpl5tQ.mp4,https://www.youtube.com/watch?v=0bwUZQpl5tQ,"The video opens with a close-up of an individual in a red top, transitioning to a medium shot of another person wearing a beige sweater and gold necklace. The scene shifts to a cityscape at night where a character is seen from behind, followed by a close-up of the same character's face illuminated by bright lights. A voice-over expresses excitement about getting heavy hitting introduction for their story. The next frame shows a character in full armor standing confidently against a dark background. Subsequently, there are shots of hands working on mechanical parts, suggesting assembly or repair work. Another frame features a character in a hooded outfit looking determinedly ahead. The final frames depict a character in metallic armor engaging in combat action outdoors at night, showcasing dynamic movements and sparks flying as they fight.",marvel new hero introduction trailer,32
742,248,0bwUZQpl5tQ.mp4,https://www.youtube.com/watch?v=0bwUZQpl5tQ,"The video opens with a close-up of an individual in a red top, transitioning to a medium shot of another person wearing a beige sweater and gold necklace. The scene shifts to a cityscape at night where a character is seen from behind, followed by a close-up of the same character's face illuminated by bright lights. A voice-over expresses excitement about getting heavy hitting introduction for their story. The next frame shows a character in full armor standing confidently against a dark background. Subsequently, there are shots of hands working on mechanical parts, suggesting assembly or repair work. Another frame features a character in a hooded outfit looking determinedly ahead. The final frames depict a character in metallic armor engaging in combat action outdoors at night, showcasing dynamic movements and sparks flying as they fight.",marvel armor suit design and assembly bts,32
743,248,0bwUZQpl5tQ.mp4,https://www.youtube.com/watch?v=0bwUZQpl5tQ,"The video opens with a close-up of an individual in a red top, transitioning to a medium shot of another person wearing a beige sweater and gold necklace. The scene shifts to a cityscape at night where a character is seen from behind, followed by a close-up of the same character's face illuminated by bright lights. A voice-over expresses excitement about getting heavy hitting introduction for their story. The next frame shows a character in full armor standing confidently against a dark background. Subsequently, there are shots of hands working on mechanical parts, suggesting assembly or repair work. Another frame features a character in a hooded outfit looking determinedly ahead. The final frames depict a character in metallic armor engaging in combat action outdoors at night, showcasing dynamic movements and sparks flying as they fight.",character in metallic armor fighting at night marvel,32
744,249,aYU4Yn3kc28.mp4,https://www.youtube.com/watch?v=aYU4Yn3kc28,"The video opens with a title card for 'Infinite Saga' from Marvel Studios, indicating it's the first trailer. It transitions to an indoor setting where people are seen walking and conversing in what appears to be a lobby or hallway of a building. The environment is well-lit with artificial lighting, suggesting an indoor event space. A person wearing a red shirt stands against a backdrop featuring logos related to 'Infinite Saga.' Another scene shows two individuals standing together; one wears a black dress while the other has curly hair. There's also footage of someone sitting at a table with a menu, followed by a dimly lit room filled with audience members watching something on large screens. The final frame displays promotional material for 'Infinite Saga,' including release dates and cast information.",marvel infinite saga first trailer,32
745,249,aYU4Yn3kc28.mp4,https://www.youtube.com/watch?v=aYU4Yn3kc28,"The video opens with a title card for 'Infinite Saga' from Marvel Studios, indicating it's the first trailer. It transitions to an indoor setting where people are seen walking and conversing in what appears to be a lobby or hallway of a building. The environment is well-lit with artificial lighting, suggesting an indoor event space. A person wearing a red shirt stands against a backdrop featuring logos related to 'Infinite Saga.' Another scene shows two individuals standing together; one wears a black dress while the other has curly hair. There's also footage of someone sitting at a table with a menu, followed by a dimly lit room filled with audience members watching something on large screens. The final frame displays promotional material for 'Infinite Saga,' including release dates and cast information.",marvel infinite saga event trailer reaction,32
746,249,aYU4Yn3kc28.mp4,https://www.youtube.com/watch?v=aYU4Yn3kc28,"The video opens with a title card for 'Infinite Saga' from Marvel Studios, indicating it's the first trailer. It transitions to an indoor setting where people are seen walking and conversing in what appears to be a lobby or hallway of a building. The environment is well-lit with artificial lighting, suggesting an indoor event space. A person wearing a red shirt stands against a backdrop featuring logos related to 'Infinite Saga.' Another scene shows two individuals standing together; one wears a black dress while the other has curly hair. There's also footage of someone sitting at a table with a menu, followed by a dimly lit room filled with audience members watching something on large screens. The final frame displays promotional material for 'Infinite Saga,' including release dates and cast information.",marvel infinite saga premiere trailer footage,32
747,250,1eOzJ75eXjU.mp4,https://www.youtube.com/watch?v=1eOzJ75eXjU,"The video opens with a title card for 'Fanthasy Violence Mid Language' from the game ESRB. It transitions to an animated sequence featuring characters in action poses, including a raccoon-like creature and a muscular green-skinned character. The environment shifts between various settings such as rocky terrain, futuristic hangar-like structures, and outdoor battlefields. Explosions and combat sequences are depicted, showcasing dynamic movements like flying through the air and engaging in hand-to-hand combat. The color palette ranges from vibrant greens and oranges to dark grays and blues, emphasizing the intensity of the battles. The final frames display a promotional image for 'Marvel Cosmics Invasion,' highlighting iconic Marvel characters against a cosmic backdrop, suggesting a high-energy crossover event.",marvel cosmic invasion animated game footage,56
748,250,1eOzJ75eXjU.mp4,https://www.youtube.com/watch?v=1eOzJ75eXjU,"The video opens with a title card for 'Fanthasy Violence Mid Language' from the game ESRB. It transitions to an animated sequence featuring characters in action poses, including a raccoon-like creature and a muscular green-skinned character. The environment shifts between various settings such as rocky terrain, futuristic hangar-like structures, and outdoor battlefields. Explosions and combat sequences are depicted, showcasing dynamic movements like flying through the air and engaging in hand-to-hand combat. The color palette ranges from vibrant greens and oranges to dark grays and blues, emphasizing the intensity of the battles. The final frames display a promotional image for 'Marvel Cosmics Invasion,' highlighting iconic Marvel characters against a cosmic backdrop, suggesting a high-energy crossover event.",guardians of the galaxy animated fight scenes,56
749,250,1eOzJ75eXjU.mp4,https://www.youtube.com/watch?v=1eOzJ75eXjU,"The video opens with a title card for 'Fanthasy Violence Mid Language' from the game ESRB. It transitions to an animated sequence featuring characters in action poses, including a raccoon-like creature and a muscular green-skinned character. The environment shifts between various settings such as rocky terrain, futuristic hangar-like structures, and outdoor battlefields. Explosions and combat sequences are depicted, showcasing dynamic movements like flying through the air and engaging in hand-to-hand combat. The color palette ranges from vibrant greens and oranges to dark grays and blues, emphasizing the intensity of the battles. The final frames display a promotional image for 'Marvel Cosmics Invasion,' highlighting iconic Marvel characters against a cosmic backdrop, suggesting a high-energy crossover event.",esrb fantasty violence raccoon and green character battle,56
